id,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,first_move,opening_eco,opening_name,opening_ply
dZsvIkKo,TRUE,47,mate,white,45+45,1421,1190,d4,D20,Queen's Gambit Accepted,4
VZJSVm93,TRUE,59,mate,white,30+30,1450,1195,e4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
UxsGxw4G,TRUE,159,mate,white,15+0,1301,1204,e4,B01,Scandinavian Defense,2
T4MtDOZ4,TRUE,62,mate,black,7+8,1211,1354,d4,D02,Queen's Pawn Game: Zukertort Variation,3
1rgrAOyK,TRUE,14,resign,black,10+0,1228,1812,h3,A00,Clemenz Opening,1
qqo1zmY8,FALSE,34,mate,black,30+0,1228,1500,h4,A00,Kadas Opening,1
RhLRiClg,TRUE,11,draw,draw,5+8,1500,1210,b3,A01,Nimzo-Larsen Attack,1
20ZX90Rl,FALSE,26,mate,black,10+0,1038,1523,e4,C40,King's Knight Opening,3
Fa7kFoDc,FALSE,61,mate,white,10+0,1523,1038,e4,C20,King's Pawn Game: Tortoise Opening,3
iNE1lale,TRUE,60,mate,black,15+0,1558,1764,e4,C20,King's Pawn Game: Wayward Queen Attack,3
mZyKbejU,TRUE,69,mate,white,10+12,1689,1630,d4,A40,Horwitz Defense,2
8q00h3Zs,TRUE,11,resign,white,9+2,1752,1740,e4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
OceNb5kB,TRUE,41,resign,white,15+3,1500,1594,e4,B01,Scandinavian Defense,2
trOtBGm9,TRUE,60,mate,black,60+0,1423,1584,d4,D02,Queen's Pawn Game: Chigorin Variation,4
fmR041ga,TRUE,11,mate,white,35+10,1764,1500,e4,B00,Lemming Defense,2
WCto4iuw,TRUE,65,resign,white,18+20,1445,1649,e4,C44,King's Knight Opening: Normal Variation,4
ET9OGBAy,TRUE,25,mate,white,20+20,1445,1649,e4,C23,Bishop's Opening,3
74I5VB7k,TRUE,141,mate,white,20+20,1445,1649,e4,C20,King's Pawn Game: Tortoise Opening,3
qnmkN1B0,TRUE,93,resign,white,20+20,1445,1649,e4,C20,King's Pawn Game: Tortoise Opening,3
53ffpR72,FALSE,48,mate,black,20+20,1445,1649,d4,A40,Englund Gambit,2
XUPh4332,FALSE,30,mate,black,20+20,1445,1649,e4,C46,Four Knights Game: Italian Variation,7
4ScbZUkV,FALSE,40,resign,black,20+20,1445,1649,d4,B07,Lion Defense: Lion's Jaw,5
JOpUzUdE,TRUE,52,resign,black,20+20,1649,1445,e4,B10,Caro-Kann Defense,2
5VyBXbbj,TRUE,27,mate,white,20+20,1649,1445,e4,C45,Scotch Game,7
ZkrEEMsY,TRUE,121,resign,black,30+30,1649,1445,e4,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
w2SzJVPz,FALSE,28,resign,black,30+30,1445,1649,e4,C26,Vienna Game: Stanley Variation,5
dfhuzAaA,TRUE,91,mate,white,30+30,1649,1445,e4,C21,Danish Gambit Accepted |  Copenhagen Defense,10
7yXtPQr1,TRUE,105,resign,black,20+20,1445,1649,e4,C50,Giuoco Piano,6
PB5lRCU6,TRUE,60,resign,black,30+30,1649,1445,e4,C44,King's Knight Opening: Normal Variation,4
4fIwpNkz,FALSE,123,resign,white,30+30,1649,1445,e4,C21,Danish Gambit Accepted,9
z4OH5yBf,TRUE,80,mate,black,20+20,1450,1649,e4,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
rfKzVY8x,FALSE,99,outoftime,white,8+8,1649,1440,e4,C21,Center Game #2,3
bzSwCLW2,TRUE,128,mate,black,20+20,1702,1649,e4,C22,Center Game: Berger Variation,8
tYdEE0YW,FALSE,85,mate,white,11+0,1683,1649,d4,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,4
V7WLWOdo,TRUE,89,mate,white,7+7,1649,1330,e4,B07,King's Pawn Game: Maroczy Defense,4
3MLx65NK,TRUE,33,resign,white,15+0,1627,1649,e4,C21,King's Pawn Game: Beyer Gambit,4
keVocdkQ,TRUE,95,mate,white,20+20,1649,1447,e4,B06,Modern Defense,2
dyDPGGQF,FALSE,2,resign,black,15+0,1649,1703,e4,C20,King's Pawn Game,2
u3HuYG0d,FALSE,3,resign,white,15+0,1703,1649,e4,C40,King's Knight Opening,3
IdK61ztj,TRUE,42,resign,black,8+8,1718,1649,e4,C24,Bishop's Opening: Berlin Defense,4
pGopU50l,TRUE,29,resign,black,10+0,1649,1608,d4,D11,Slav Defense: Modern Line,5
NT7q676s,TRUE,43,resign,white,10+5,1649,1888,d4,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5
rDf7QFqe,TRUE,26,resign,black,10+5,1901,1629,e4,C50,Italian Game: Giuoco Pianissimo |  Normal,8
np8N2iNw,TRUE,60,mate,black,10+5,1799,1611,e4,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
90U1suS3,TRUE,33,mate,white,6+5,1594,1750,c4,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,4
jmGRxiSC,TRUE,46,resign,black,6+5,1765,1577,e4,B33,Sicilian Defense: Open,8
Vx21Arnp,FALSE,9,resign,white,6+15,1670,1577,e4,C34,King's Gambit Accepted |  Becker Defense,6
QdgfgewN,FALSE,41,mate,white,15+0,1677,1577,f4,A03,Bird Opening: Dutch Variation,2
2dchJk4o,TRUE,42,mate,black,20+20,1455,1569,e4,C68,Ruy Lopez: Exchange Variation,7
IL6oV7DA,TRUE,31,resign,white,19+20,1549,1427,d4,D02,Queen's Pawn Game: Chigorin Variation,4
IBvM8sD5,TRUE,86,mate,black,20+20,1564,1437,e4,C21,Center Game #2,3
sUZVC1A5,TRUE,80,draw,draw,20+20,1432,1568,e4,C46,Three Knights Opening,5
m3PrB681,TRUE,31,mate,white,20+20,1560,1440,e4,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
IqaLBVRm,TRUE,48,mate,black,20+20,1449,1551,e4,C46,Four Knights Game: Italian Variation,7
dB8NJj6W,TRUE,129,resign,black,30+0,1560,1596,e4,C21,Danish Gambit,5
DmFreRj6,TRUE,67,resign,white,20+20,1542,1469,e4,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
O3JrQkFE,TRUE,114,resign,black,5+8,1655,1526,b3,A01,Nimzo-Larsen Attack: Modern Variation #3,4
ZxGyw2pn,TRUE,66,mate,black,15+0,1535,1579,e4,C21,Center Game: Lanc-Arnold Gambit |  Schippler Gambit,9
IfxkGoYz,FALSE,67,resign,white,15+3,1586,1500,e4,C20,King's Pawn Game: Wayward Queen Attack,3
XoUyJm07,FALSE,30,resign,white,17+1,1586,1452,e4,C00,French Defense #2,2
qbXm6cxG,TRUE,2,resign,black,25+1,1670,1345,f4,A02,Bird Opening,1
W4vsJvbx,TRUE,182,resign,black,25+1,1500,1500,e3,A00,Van't Kruijs Opening,1
NcYIjf5n,FALSE,149,draw,draw,11+1,1500,1500,e4,B07,Rat Defense: Harmonist,3
CVD6qR2W,FALSE,42,mate,black,10+8,1500,1500,e4,C20,English Opening: The Whale,3
6yjjzId3,TRUE,68,resign,black,10+0,1538,1553,e4,C45,Scotch Game: Classical Variation,8
fD8VMA2g,TRUE,49,resign,white,10+0,1528,1517,e4,C44,Scotch Game,5
X9YJPBeZ,FALSE,36,resign,black,20+5,1528,1594,e4,B01,Scandinavian Defense: Main Line,6
cnnPYrIv,FALSE,123,mate,white,20+5,1528,1442,e4,C45,Scotch Game: Schmidt Variation,8
JSbaPsqC,FALSE,50,resign,white,20+5,1528,1790,e4,B43,Sicilian Defense: Kan Variation |  Knight Variation,9
JKkNREUW,TRUE,58,resign,black,15+0,1473,1518,e4,C20,King's Pawn Game: Leonardis Variation,3
w9b2tcka,FALSE,8,resign,white,20+20,1518,1760,e4,C47,Four Knights Game: Scotch Variation Accepted,8
NPAK2Ve8,FALSE,10,resign,white,20+20,1518,1545,e4,C00,French Defense: Knight Variation,3
SL1o1reb,FALSE,8,resign,white,20+20,1518,1368,e4,C40,Latvian Gambit Accepted,5
1sBN2TI8,FALSE,126,draw,draw,10+5,1518,1438,e4,C44,Scotch Game,5
ifdMeHNS,FALSE,10,draw,draw,20+25,1518,1760,e4,C45,Scotch Game: Schmidt Variation,8
Ic6srxxl,FALSE,8,draw,draw,20+25,1518,1875,e4,C02,French Defense: Advance Variation,8
Ap73wrWv,FALSE,10,draw,draw,20+5,1518,1500,e4,C45,Scotch Game: Modern Defense,10
UWFituyb,FALSE,29,resign,black,20+5,1518,1760,e4,C45,Scotch Game: Schmidt Variation,8
CfOx08mu,FALSE,5,resign,white,20+60,1500,1518,e4,C60,Ruy Lopez,5
s7aFza1O,TRUE,24,resign,black,10+0,1471,1509,e4,C50,Giuoco Piano,6
9dTUGknK,TRUE,74,outoftime,black,10+0,1518,1603,e4,C41,Philidor Defense: Exchange Variation,8
HmmpZqKg,TRUE,99,mate,white,10+0,1746,1523,e4,C68,Ruy Lopez: Exchange Variation,7
6Zw2vsLa,TRUE,86,resign,black,10+0,1532,1597,e4,C45,Scotch Game,7
5eHe0BrQ,TRUE,89,mate,white,10+0,1359,1532,e4,C20,King's Pawn Game: Wayward Queen Attack,3
QtNhbeGf,FALSE,49,resign,black,30+30,1541,2460,e4,B13,Caro-Kann Defense: Exchange Variation,5
jCsNuxY4,TRUE,50,resign,black,10+5,1557,1409,e4,C44,Scotch Game,5
gPYIuslN,TRUE,39,resign,white,10+2,1549,1439,e4,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
UXAzyMAQ,TRUE,47,resign,white,25+10,1689,1556,e4,C45,Scotch Game: Schmidt Variation,8
j1GiolnH,TRUE,71,resign,white,25+10,1577,1567,e4,C45,Scotch Game: Schmidt Variation,8
qLPqCKIT,FALSE,43,mate,white,5+8,1659,1489,e4,B00,King's Pawn Game: Nimzowitsch Defense,3
vsO4yWFW,FALSE,45,mate,white,5+8,1383,1489,e4,C46,Four Knights Game,6
qnhXn8XO,TRUE,133,resign,white,8+5,1643,1924,e4,B44,Sicilian Defense: Paulsen Variation |  Szen Variation,9
1qVNTz5L,TRUE,34,resign,white,15+10,1596,1573,e4,C78,Ruy Lopez: Morphy Defense,9
U9rISFOP,TRUE,39,resign,white,10+15,1522,1627,d4,E70,King's Indian Defense: Normal Variation,7
7do8m0wz,TRUE,39,resign,white,30+0,1461,1434,e4,C00,Rat Defense: Small Center Defense,4
ZCwd4MWm,FALSE,32,mate,black,30+150,1500,1461,e4,B00,Nimzowitsch Defense,2
Kr5u9mJu,FALSE,31,mate,white,20+0,1500,1500,Nf3,A13,English Opening: Agincourt Defense #2,4
hpKLDrAB,TRUE,80,mate,black,45+0,1500,1519,e4,B00,Owen Defense,2
6qMX1ohP,TRUE,23,resign,white,15+5,1698,1612,e4,B00,Owen Defense,2
ETJEWRgn,TRUE,39,mate,white,25+5,1500,1327,f4,A02,Bird Opening,1
SUilwK4T,FALSE,114,resign,black,5+5,1236,1304,e4,C46,Three Knights Opening,5
PBMCfE2c,TRUE,110,resign,black,5+8,1500,1288,e4,C64,Ruy Lopez: Classical Variation,6
9n9yEyUZ,FALSE,87,resign,white,15+10,1576,1288,e4,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
YFiQl73O,TRUE,67,resign,white,10+0,1333,1302,e4,C50,Giuoco Piano,6
vNkM2a7X,TRUE,84,resign,white,10+0,1335,1318,e4,C44,King's Knight Opening: Normal Variation,4
T1ByG02M,TRUE,34,resign,black,10+0,1336,1324,e4,C44,Scotch Game,5
E0jM5PJK,TRUE,67,resign,white,15+0,1326,1141,e4,C44,Scotch Game,5
GtaYRXbm,TRUE,64,mate,black,10+5,1052,1318,c4,A20,English Opening: King's English Variation,2
NTznP06n,FALSE,27,resign,white,14+8,1318,1181,e4,C44,Scotch Game: Lolli Variation,6
JFoFVEub,TRUE,27,mate,white,10+5,1309,1101,e4,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
kY0NwqMa,TRUE,28,mate,black,15+5,1161,1297,e4,C64,Ruy Lopez: Classical Variation,6
qMsiRfut,FALSE,58,resign,black,15+0,1500,1297,e4,C20,King's Pawn Game: Leonardis Variation,3
5P2mlvlV,TRUE,39,resign,black,10+0,1297,2027,e4,B01,Scandinavian Defense: Modern Variation #2,4
SYk4nBQr,TRUE,131,resign,white,10+10,1365,1313,e3,A40,Englund Gambit Declined |  Reversed French,3
kmGMVu2H,TRUE,31,mate,white,15+0,1291,1295,e4,C43,Petrov: Modern Attack,6
E109AYg6,TRUE,27,resign,white,10+10,1581,1298,e4,C20,King's Pawn Game: Leonardis Variation,3
fh9mVD7Q,TRUE,34,mate,black,15+15,1434,1265,e4,C50,Four Knights Game: Italian Variation,8
ChqE9t19,TRUE,43,mate,white,15+0,1324,1284,e4,C61,Ruy Lopez: Bird Variation,6
ZQG7q460,TRUE,13,mate,white,15+0,1252,1360,e4,C50,Italian Game,5
D0IR1Tkc,TRUE,62,resign,white,15+0,1333,1272,e4,C46,Three Knights Opening,5
8EYPAUoe,TRUE,55,mate,white,15+0,1235,1376,e4,C57,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line,9
V4dQrr1D,TRUE,99,mate,white,15+8,1191,1269,e4,C25,Vienna Game: Max Lange Defense,4
bFIZNE44,TRUE,44,resign,white,15+8,1241,1200,e4,C42,Russian Game: Urusov Gambit,5
7szGCmj2,TRUE,112,resign,black,15+0,1026,1224,Nc3,C27,Vienna Game,3
m61TlfwY,TRUE,46,mate,black,15+5,1029,1204,e4,C20,King's Pawn Game: Macleod Attack,3
NIpJZ2u5,TRUE,21,mate,white,15+5,1179,1050,e4,C40,King's Pawn Game: Gunderam Gambit,4
pNDRytNK,TRUE,62,mate,black,15+5,1077,1146,e4,C46,Three Knights Opening,5
zXBA0Wzk,TRUE,32,mate,black,15+5,982,1115,d4,A40,Horwitz Defense,2
I7yjXmU5,TRUE,54,mate,black,15+0,1005,1072,e4,C20,King's Pawn Game: Wayward Queen Attack,3
3h05ADUh,TRUE,93,mate,white,15+0,1011,1015,e4,C40,King's Pawn Game: Busch-Gass Gambit,4
U3bLEkKT,TRUE,56,mate,black,15+0,1026,916,e4,C20,King's Pawn Game: Wayward Queen Attack,3
gTcYV4qg,TRUE,52,resign,black,15+0,992,1017,d4,A40,Horwitz Defense,2
qa3iESNk,TRUE,109,mate,white,10+0,1483,1222,d4,D00,Queen's Pawn Game #2,3
COzIyGeD,TRUE,55,mate,white,10+0,1573,1566,d4,A40,English Defense #2,2
BqsbfUpt,TRUE,37,resign,white,10+0,1561,1567,e4,C02,French Defense: Advance Variation |  Paulsen Attack,9
3mRl37kj,TRUE,46,resign,black,10+0,1533,1550,e4,C51,Italian Game: Evans Gambit Declined,8
qe8R9dnY,TRUE,35,resign,white,10+0,1538,1545,e4,C30,King's Gambit Declined |  Norwalde Variation,4
fr3tsO2l,TRUE,34,mate,black,10+0,1385,1531,e4,B20,Sicilian Defense,2
RDEhRYEf,TRUE,41,mate,white,10+0,1508,2203,d4,D14,Slav Defense: Exchange Variation |  Symmetrical Line,12
1zfyE6gu,TRUE,51,outoftime,white,10+0,1498,1780,e4,C53,Italian Game: Classical Variation #2,7
8Tx0TwVS,FALSE,46,resign,black,6+4,1857,1498,e4,B80,Sicilian Defense: Scheveningen Variation,10
88wbCaFC,TRUE,65,resign,white,5+5,1570,1507,e4,C45,Scotch Game: Classical Variation,8
ocKoDVLi,TRUE,61,mate,white,5+5,1547,1518,e4,C48,Four Knights Game: Spanish Variation,7
5ZCYSVAc,TRUE,72,resign,black,5+5,1527,1611,e4,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,11
3xUtXoB6,FALSE,61,mate,white,7+5,1406,1527,d4,D35,Queen's Gambit Declined: Exchange Variation,7
5Cm0iONs,TRUE,24,resign,black,5+5,1344,1521,e4,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
fLyWyyEx,TRUE,113,mate,white,5+5,1514,1350,e4,C40,King's Knight Opening,3
1bcGJ0VC,TRUE,28,resign,black,5+5,1520,1717,e4,C46,Three Knights Opening,5
eYEfVMR5,TRUE,33,resign,white,5+5,1538,1531,e4,C50,Italian Game,5
jHBGmJEu,TRUE,58,mate,black,5+5,1542,1557,e4,C40,King's Pawn Game: Busch-Gass Gambit,4
P9ZqTRkq,TRUE,88,resign,black,5+5,1454,1532,e4,C20,King's Pawn Game: Leonardis Variation,3
b1Z5y5jh,TRUE,82,resign,black,5+5,1654,1515,e4,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
rWtgXur3,TRUE,46,resign,white,5+5,1537,1504,e4,C47,Four Knights Game: Scotch Variation,7
x3VsmBWq,TRUE,23,resign,white,10+0,1984,1505,e4,C28,Bishop's Opening: Vienna Hybrid,7
EMNITM89,TRUE,49,resign,black,10+0,1356,1498,e4,C20,King's Pawn Game: King's Head Opening,5
FRfqmQ3Y,TRUE,56,resign,black,10+0,1499,1995,e4,B32,Sicilian Defense: Loewenthal Variation,8
eFAmvfs3,TRUE,144,mate,black,5+5,1512,1447,e4,C00,French Defense: Normal Variation,3
wM57KnJG,TRUE,65,mate,white,5+5,1578,1521,d4,D20,Queen's Gambit Accepted: Saduleto Variation,5
EiAbCtAi,TRUE,69,outoftime,white,10+0,1506,1605,e4,C41,Philidor Defense #2,4
4lfvmPkm,FALSE,57,mate,white,20+1,1757,1040,e4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
ghPlUNEq,FALSE,19,resign,white,20+1,1757,1022,e4,C40,Elephant Gambit,4
HPRNUBT0,FALSE,63,resign,black,20+1,1757,1932,e4,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
j7mQOC0W,FALSE,103,mate,white,25+3,1757,1809,e4,B30,Sicilian Defense: Old Sicilian,4
ZlObZAev,FALSE,45,resign,white,25+3,1962,1757,e4,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,11
ITvWiWWm,TRUE,89,resign,white,25+3,1741,1849,e4,B50,Sicilian Defense,4
uEvWUkQE,TRUE,106,resign,black,25+3,1731,1854,e4,C47,Four Knights Game: Scotch Variation Accepted,8
81bZw6Ew,FALSE,130,resign,black,25+3,1922,1731,e4,B50,Sicilian Defense: Delayed Alapin,5
XtBGCGVE,FALSE,70,resign,black,25+3,1731,1832,e4,B00,Owen Defense,2
YfkzkhMi,FALSE,49,resign,white,25+3,1731,1829,d4,D00,Queen's Pawn Game #2,3
uIwH01CP,FALSE,63,resign,black,25+3,1989,1731,e4,B52,Sicilian Defense: Canal Attack |  Main Line,6
wm9t2Y1W,FALSE,82,resign,white,25+3,1731,1811,e4,C41,Philidor Defense,5
5HtAG3XB,FALSE,53,resign,white,25+3,1859,1731,d4,D40,Queen's Gambit Declined: Semi-Tarrasch Defense |  Pillsbury Variation,9
rnu7BHUA,FALSE,82,resign,black,25+3,1731,1866,e4,B10,Caro-Kann Defense,2
F1QFBUdV,FALSE,41,resign,white,25+3,1944,1731,d4,D00,Queen's Pawn Game: Mason Attack,3
9T4pTnNB,FALSE,34,resign,black,25+3,1731,1839,e4,B01,Scandinavian Defense: Modern Variation #2,4
yROPZzpz,FALSE,68,resign,black,25+3,1881,1731,c4,D32,Tarrasch Defense: Symmetrical Variation,10
65YNBbH4,FALSE,31,resign,white,35+3,1806,1731,e4,C00,French Defense #2,2
4WeRGu1r,FALSE,53,outoftime,white,35+3,1731,1803,e4,C46,Three Knights Opening #2,6
dyN8RCxT,TRUE,45,resign,white,35+3,1713,1885,e4,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
By3cxy3b,FALSE,57,resign,black,35+3,1856,1718,e4,C02,French Defense: Advance Variation |  Nimzowitsch Attack,7
Pv6R38bQ,TRUE,71,outoftime,white,15+10,1701,1821,e4,C47,Four Knights Game: Scotch Variation,7
13b68GpP,FALSE,89,mate,white,35+3,1947,1701,d4,D32,Tarrasch Defense: Schara Gambit,8
xfER5DpY,FALSE,37,resign,white,35+3,1701,1897,e4,C46,Three Knights Opening: Winawer Defense,6
cxM5PE1M,FALSE,53,draw,draw,35+3,1859,1701,e4,C02,French Defense: Advance Variation #4,6
euSjdCcF,FALSE,37,resign,white,35+3,1701,1919,e4,B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation,6
ZqBbsTmC,FALSE,28,resign,black,35+3,1858,1701,e4,C01,French Defense: Winawer Variation |  Delayed Exchange Variation,7
Xm5EkwvE,FALSE,61,resign,white,35+3,1701,1956,c4,A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3,7
dypj4EuK,FALSE,81,draw,draw,35+3,1868,1701,e4,C00,French Defense: Knight Variation,3
GzmlHHIq,FALSE,26,mate,black,35+3,1701,1812,e4,C47,Four Knights Game: Scotch Variation Accepted,8
U1rGL65Y,FALSE,23,outoftime,white,35+3,1822,1701,e4,C00,French Defense: Knight Variation,3
efugDNWB,FALSE,27,resign,white,35+3,1833,1701,f4,A03,Bird Opening: Dutch Variation,2
nEfC6Zkm,FALSE,73,resign,white,35+3,1701,1910,e4,C47,Four Knights Game: Scotch Variation Accepted,8
8FyZBmFA,FALSE,89,resign,white,35+3,1897,1701,e4,C18,French Defense: Winawer Variation |  Advance Variation #2,11
k6Y8QQCm,FALSE,78,resign,black,30+3,1701,1807,d4,A40,Horwitz Defense,2
KA1NjqRM,FALSE,47,draw,draw,30+3,1841,1701,e4,C02,French Defense: Advance Variation |  Main Line,11
RFp5hdYP,FALSE,75,mate,white,30+3,1832,1701,e4,C07,French Defense: Tarrasch Variation |  Open System,6
RZCWI4EL,TRUE,57,mate,white,10+0,1510,1412,e4,C63,Ruy Lopez: Schliemann Defense,6
Qw1UFcf2,TRUE,30,resign,black,10+0,1479,1399,e4,C34,King's Gambit Accepted |  MacLeod Defense,6
uJqL0VWf,TRUE,36,mate,black,10+0,1409,1439,Nf3,D02,Queen's Pawn Game: Anti-Torre,4
nfl1Wwjm,TRUE,18,resign,black,10+0,1426,1159,Nf3,D21,Queen's Gambit Accepted: Gunsberg Defense,6
ih4m0Wa9,TRUE,128,resign,white,10+0,1428,1437,e4,B30,Sicilian Defense: Old Sicilian,4
DGfxAaRs,TRUE,54,resign,black,10+0,1449,1416,Nf3,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,8
2Bk0huLQ,TRUE,58,resign,black,10+0,1497,1437,e4,B30,Sicilian Defense: Old Sicilian,4
BoUWdwT1,TRUE,113,mate,white,15+15,1507,1445,e4,B30,Sicilian Defense: Old Sicilian,4
Esif8cNQ,TRUE,90,outoftime,black,15+15,1390,1435,d4,A40,Horwitz Defense,2
Q8igMpuD,TRUE,58,mate,black,15+15,1451,1294,Nf3,C00,French Defense: Knight Variation,3
RY2ZX22x,TRUE,45,resign,white,15+15,1451,1450,e4,B20,Sicilian Defense,2
OufJLEgH,TRUE,79,draw,draw,15+15,1449,1485,Nf3,D07,Queen's Gambit Refused: Chigorin Defense |  Main Line,6
r36xEZFr,TRUE,35,mate,white,15+15,1362,1463,e4,B30,Sicilian Defense: Old Sicilian,4
8tPm7XyY,TRUE,31,resign,black,10+0,1488,1438,Nf3,A06,Zukertort Opening: Tennison Gambit,3
YvLqvP6p,TRUE,67,resign,white,15+15,1574,1497,e4,B32,Sicilian Defense: Open,5
BSiKvojE,TRUE,40,mate,black,15+15,1506,1565,Nf3,C45,Scotch Game: Schmidt Variation,8
L3nqlnqU,TRUE,83,mate,white,10+0,1394,1521,e4,B30,Sicilian Defense: Old Sicilian,4
G5xsKKIB,TRUE,48,mate,black,15+15,1531,1539,Nf3,A04,Zukertort Opening: Queen's Gambit Invitation,2
3SRBeGan,TRUE,129,mate,white,15+15,1531,1543,d4,D06,Queen's Gambit Refused: Marshall Defense,4
wzArDq8e,TRUE,20,resign,black,15+15,1253,1539,e4,B20,Sicilian Defense,2
wI91f3Tm,TRUE,67,resign,white,15+15,1673,1546,Nc3,B25,Sicilian Defense: Closed Variation |  Traditional,4
mUznfEKe,TRUE,46,resign,black,15+15,1553,1677,Nf3,D02,Queen's Pawn Game: Zukertort Variation,3
tw1aA68C,TRUE,118,mate,black,15+15,1557,1849,Nf3,D37,Queen's Gambit Declined: Three Knights Variation,7
Mh4x45AH,TRUE,114,mate,black,8+0,1934,1949,e4,C69,Ruy Lopez: Exchange Variation |  Normal Variation,9
TWUjhfpR,TRUE,107,outoftime,white,8+0,1949,2077,e4,B00,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,6
DXnBPHr6,TRUE,38,resign,white,10+0,1949,1863,e4,C14,French Defense: Classical Variation |  Alapin Variation,13
VAjI72dM,TRUE,57,draw,draw,10+0,1776,1949,e4,C48,Four Knights Game: Spanish Variation,7
vbRiHsbm,TRUE,111,resign,white,10+8,1949,1845,e4,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
dBTeBnTL,TRUE,20,resign,black,10+8,1845,1949,e4,C35,King's Gambit Accepted |  Cunningham Defense,6
f9UkUOBY,TRUE,154,resign,black,15+8,2057,1949,e4,C01,French Defense: Exchange Variation,5
CLc6myYw,FALSE,96,resign,black,15+8,2057,1949,e4,C69,Ruy Lopez: Exchange Variation |  Normal Variation,9
fwVvDm3Z,TRUE,90,draw,draw,15+8,1949,2057,e4,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
qzgu5zf3,TRUE,80,resign,black,6+4,2033,1949,d4,D10,Slav Defense #3,6
f5Us4BuT,FALSE,2,resign,black,8+0,2021,1949,e4,C20,King's Pawn Game,2
jyDLOgYe,TRUE,119,resign,white,5+8,1949,1714,e4,B92,Sicilian Defense: Najdorf Variation |  Opocensky Variation,11
2U8wFa9A,TRUE,184,mate,black,6+4,2276,1949,e4,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
lPS1U2QB,TRUE,38,mate,black,17+8,1874,1949,e4,C44,Scotch Game: Scotch Gambit |  Dubois Reti Defense,8
AgP567Cl,TRUE,64,mate,black,17+8,1883,1817,e4,C59,Italian Game: Two Knights Defense |  Steinitz Variation,17
6oZHx9a5,TRUE,113,draw,draw,5+5,1707,1881,e4,C69,Ruy Lopez: Exchange Variation |  Bronstein Variation,10
tVYeiMrD,TRUE,41,mate,white,5+5,1500,1772,e4,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
k5rXWvwC,TRUE,65,mate,white,5+8,1392,1067,e4,C21,Center Game #2,3
TL3huq3g,TRUE,25,resign,white,8+5,1342,1075,e4,C23,Bishop's Opening,3
CAiCuq6n,TRUE,56,mate,black,10+0,1077,1631,d4,D00,Queen's Pawn Game #3,4
G7trltFy,TRUE,150,draw,draw,10+0,1057,1595,d4,D00,Queen's Pawn Game #3,4
ONp4KGhI,TRUE,9,mate,white,10+0,1286,1067,e3,A40,Englund Gambit Declined |  Reversed French,3
h6deqbJa,TRUE,40,mate,black,10+0,1068,1822,d4,A45,Indian Game,2
SfHScrEI,TRUE,97,mate,white,10+0,1428,1073,b4,A00,Polish Opening: Czech Defense,4
PmK86H6P,TRUE,98,outoftime,black,10+0,1291,1037,Nf3,A40,Englund Gambit Declined |  Reversed Alekhine,3
eHTb5Qfh,TRUE,43,mate,white,10+0,1612,1039,e4,B00,Nimzowitsch Defense,2
bgv3IQF9,TRUE,162,mate,black,10+0,1006,1228,d4,D05,Colle System,6
wtfZlRGa,TRUE,23,resign,white,30+0,1553,1008,e4,C41,Philidor Defense #2,4
mucCs6SN,TRUE,132,mate,black,5+8,1015,1301,d4,D00,Queen's Pawn Game: Chigorin Variation,3
clnqpkWZ,TRUE,89,mate,white,5+8,1297,1024,e4,B00,Nimzowitsch Defense,2
ND68cHO6,TRUE,31,mate,white,5+8,1738,1025,e4,C40,Elephant Gambit,4
